id_vehiculo,id_siniestro,placa,chasis,motor,marca,modelo,anio
VEH-00568,SIN-00568,J620J629,yma019447506VAPV,NYa9908,Kia,Rio,2019
VEH-00569,SIN-00569,H515D125,pZw597224866eWnO,FnD7682,Toyota,Corolla,2019
VEH-00570,SIN-00570,A871C555,SIH997353514RTjE,ZWm6036,Kia,Sorento,2024
VEH-00571,SIN-00571,R420K709,Yxt955705943effb,dto4270,Chevrolet,D-Max,2024
VEH-00572,SIN-00572,B554D213,FnG302046406jWwT,MLj8985,Chevrolet,Spark,2019
VEH-00573,SIN-00573,P952B137,amU186686579LUkZ,ckx6417,Toyota,RAV4,2021
VEH-00574,SIN-00574,F195J393,esO778757244qYjf,eph0100,Toyota,RAV4,2013
VEH-00575,SIN-00575,L969P558,gFM022677690GDbM,dTZ7682,Hyundai,Santa Fe,2015
VEH-00576,SIN-00576,H781K779,sEL370424407IZjW,KkQ6520,Chevrolet,Aveo,2023
VEH-00577,SIN-00577,M265H681,Mlw113505279FdXi,TbY6621,Hyundai,Accent,2019
VEH-00578,SIN-00578,A938G844,Cyr353525286yQJx,Vuv7514,Nissan,Kicks,2017
VEH-00579,SIN-00579,A997B418,dsh583955110qdbQ,jgg3335,Chevrolet,D-Max,2018
VEH-00580,SIN-00580,N456G836,Ird264629454zShD,zpn5411,Nissan,Sentra,2023
VEH-00581,SIN-00581,R763Q341,kuN321535998HMSw,rAS8129,Toyota,Corolla,2019
VEH-00582,SIN-00582,K881P811,nHL115392973xkCz,jSP5107,Chevrolet,D-Max,2016
VEH-00583,SIN-00583,R834E300,LSo616308975rrvN,TsD5986,Mazda,BT-50,2020
VEH-00584,SIN-00584,L777H955,Yet935641243xFxg,dhc2327,Kia,Sportage,2019
VEH-00585,SIN-00585,N666Q779,nbS343768156oBXq,VOT4998,Nissan,Versa,2016
VEH-00586,SIN-00586,C347J690,pnp237845124BWLt,Ezt4014,Nissan,Kicks,2024
VEH-00587,SIN-00587,R723N550,fyU107773749VaOW,iQY0677,Toyota,Corolla,2018
VEH-00588,SIN-00588,M472D589,LCJ981120232VxRk,lnU8655,Toyota,Hilux,2017
VEH-00589,SIN-00589,E221D497,QvV576630019NTqc,jab8977,Kia,Sportage,2017
VEH-00590,SIN-00590,N814G997,inc075956426jcVj,uFe6268,Toyota,RAV4,2024
VEH-00591,SIN-00591,N409N313,tXu279722354mZEM,pVj4089,Hyundai,Elantra,2012
VEH-00592,SIN-00592,K778L469,QCG860411603uqnJ,Gus9671,Toyota,Yaris,2012
VEH-00593,SIN-00593,H356E586,mKD627239087rOwQ,VHj1974,Chevrolet,Spark,2023
VEH-00594,SIN-00594,N507E470,krD030244884GcXb,SAz0944,Mazda,BT-50,2014
VEH-00595,SIN-00595,B437A736,MGK385395738jAyf,XWj8829,Mazda,CX-5,2018
VEH-00596,SIN-00596,A149C902,SfY687508775PwLm,MgF8140,Toyota,Corolla,2022
VEH-00597,SIN-00597,B185L534,xLp723335396rdTB,hWq5309,Nissan,Versa,2018
VEH-00598,SIN-00598,Q297J906,hgU244707456mtoK,RRR5494,Toyota,RAV4,2024
VEH-00599,SIN-00599,C242C975,xYE062806779ErFI,wFg2507,Nissan,Kicks,2012
VEH-00600,SIN-00600,E770G643,IpC628000615Asqd,nPF8965,Toyota,RAV4,2022
VEH-00601,SIN-00601,B882N589,WCT164785483IYcQ,QbB3903,Kia,Sportage,2015
VEH-00602,SIN-00602,G175B370,OMq504804863MPiu,Wmq2885,Nissan,Frontier,2020
VEH-00603,SIN-00603,R792Q743,PFy828968797guhL,aAL2803,Toyota,Hilux,2022
VEH-00604,SIN-00604,M424P171,GhS744148304zMeO,ZtJ1151,Kia,Sportage,2014
VEH-00605,SIN-00605,E999E121,xuU128145701VByu,kHN3032,Toyota,Yaris,2015
VEH-00606,SIN-00606,N941K224,qIh616777769vLhH,HMb5315,Toyota,Yaris,2018
VEH-00607,SIN-00607,H948A259,AZz052192078Gwyg,uEa1835,Toyota,Hilux,2018
VEH-00608,SIN-00608,D806P722,Lvm225164782YgVt,tNA5557,Hyundai,Tucson,2018
VEH-00609,SIN-00609,G424C523,hyB116128033kPap,fnY6998,Mazda,2,2018
VEH-00610,SIN-00610,A956H250,Tjl396413042oJJI,ywO6082,Hyundai,Tucson,2024
VEH-00611,SIN-00611,C830H774,zWW819682600uvbA,uje3984,Mazda,CX-5,2017
VEH-00612,SIN-00612,E750N924,bJh216354771tHPF,jAQ0987,Chevrolet,Aveo,2013
VEH-00613,SIN-00613,N716H572,Rqb727030521sBxQ,lqN3143,Chevrolet,Captiva,2021
VEH-00614,SIN-00614,L965F290,RVt788988482IcnO,cwy8806,Mazda,BT-50,2014
VEH-00615,SIN-00615,P879J364,FiA812680171ccqk,FHT2017,Mazda,BT-50,2022
VEH-00616,SIN-00616,J878H920,UcB169427224IMAp,zrI7298,Mazda,2,2024
VEH-00617,SIN-00617,P619D993,YVi343887489IMNe,jiZ9347,Nissan,Versa,2013
VEH-00618,SIN-00618,H326B536,JGa866749782fZeo,qlc7006,Hyundai,Santa Fe,2012
VEH-00619,SIN-00619,A428R590,hwR483166147JorL,wVA3044,Mazda,3,2017
VEH-00620,SIN-00620,M708B889,SlF189030921CvAd,cVX6954,Hyundai,Elantra,2023
VEH-00621,SIN-00621,R643R724,oql785798043YuDd,Ory9007,Chevrolet,Spark,2014
VEH-00622,SIN-00622,D804E116,KCO024764543Mhsy,yve7644,Hyundai,Santa Fe,2018
VEH-00623,SIN-00623,Q272D522,ccc066646311gErD,aOf1005,Chevrolet,D-Max,2023
VEH-00624,SIN-00624,N842A321,mKw243000838jPfE,CKo3004,Kia,Sportage,2015
VEH-00625,SIN-00625,K174A279,bEq384655462jzoU,UQV5472,Hyundai,Santa Fe,2017
VEH-00626,SIN-00626,R579H838,cHR232003779Msvn,jkD8830,Nissan,Sentra,2024
VEH-00627,SIN-00627,G716M600,KQj668392119luGi,JAU6132,Mazda,BT-50,2024
VEH-00628,SIN-00628,C677E360,ikB862992008oKcf,ZYT8377,Hyundai,Elantra,2016
VEH-00629,SIN-00629,C175C590,jNH866991497ZADl,JqF0338,Nissan,Kicks,2018
VEH-00630,SIN-00630,A323P251,sMZ654108905Kgha,HIy5232,Kia,Picanto,2018
VEH-00631,SIN-00631,Q983P206,YBd483860855fEgI,pic4799,Nissan,Versa,2014
VEH-00632,SIN-00632,K847F310,UUi226000563YVdV,dYd3228,Hyundai,Tucson,2012
VEH-00633,SIN-00633,B470N355,FFD371288969ZUNs,WPc5091,Toyota,Corolla,2023
VEH-00634,SIN-00634,E691F743,zjF863672019NtXP,jws8421,Mazda,BT-50,2022
VEH-00635,SIN-00635,E623Q328,vkg166225893prVX,huv1043,Mazda,CX-5,2024
VEH-00636,SIN-00636,B583G185,Xna133544448IslK,fSM3879,Toyota,Hilux,2022
VEH-00637,SIN-00637,H833P461,cSR004738133JDbQ,lkO9661,Kia,Picanto,2020
VEH-00638,SIN-00638,E288A583,XHd694826247arIX,ejY6788,Hyundai,Tucson,2012
VEH-00639,SIN-00639,Q965A663,FSE953638461RaaR,fqe6214,Toyota,RAV4,2014
VEH-00640,SIN-00640,R359C547,vqq955969663Hnzt,upn9493,Mazda,CX-5,2019
VEH-00641,SIN-00641,P880G744,xrb489527645ceIj,xuj5669,Mazda,2,2017
VEH-00642,SIN-00642,F739L461,AEa438279123GTtD,MoX2676,Toyota,RAV4,2013
VEH-00643,SIN-00643,A118M182,WqB051331579GeVN,sgt0215,Nissan,Versa,2020
VEH-00644,SIN-00644,K805J827,IQI703743647xMLW,fRB9299,Toyota,Hilux,2014
VEH-00645,SIN-00645,F312B113,nvN593669891kxPf,Hnr0281,Kia,Sportage,2018
VEH-00646,SIN-00646,Q237E346,KLl080643923Nxbi,cXS4183,Toyota,RAV4,2012
VEH-00647,SIN-00647,H102G785,NCV086667870HjNt,nPt8384,Chevrolet,Captiva,2022
VEH-00648,SIN-00648,J302Q438,cCZ493042867Scgl,tPZ1075,Chevrolet,D-Max,2021
VEH-00649,SIN-00649,P885E969,ooc736703948Mnaj,WMx4275,Toyota,Corolla,2021
VEH-00650,SIN-00650,P826N326,IYr114153414brTU,lae7968,Toyota,Corolla,2018
VEH-00651,SIN-00651,N956R844,xmd139381339ueTF,igh0432,Kia,Picanto,2012
VEH-00652,SIN-00652,G978A360,bSX150195115fMWj,Cra9433,Chevrolet,Captiva,2016
VEH-00653,SIN-00653,C119N201,Vdm196645823npfV,DLb4208,Hyundai,Elantra,2018
VEH-00654,SIN-00654,Q104A802,muo025222382UMIX,zrX8009,Hyundai,Santa Fe,2016
VEH-00655,SIN-00655,L665A202,HLc406624210Nxlx,QXj5028,Nissan,Frontier,2023
VEH-00656,SIN-00656,D601P406,Ppt133696109bgVI,Rzq9328,Nissan,Kicks,2021
VEH-00657,SIN-00657,F628A700,cuF096209293jUBR,Ysz8603,Kia,Sportage,2016
VEH-00658,SIN-00658,D467A425,wfv624875307RUtu,Ohw1854,Toyota,Corolla,2022
VEH-00659,SIN-00659,P730P201,WMF098556455eWTC,RsU4685,Mazda,CX-5,2013
VEH-00660,SIN-00660,F825L481,ZjC030994204yfep,MPO7173,Hyundai,Tucson,2023
VEH-00661,SIN-00661,F236B432,zym108161598DAFK,kYs2621,Chevrolet,D-Max,2019
VEH-00662,SIN-00662,Q751K340,Ovz794226418tHTz,yaQ5211,Nissan,Frontier,2016
VEH-00663,SIN-00663,B816K608,Zbm515425689klbL,jIH1097,Nissan,Sentra,2014
VEH-00664,SIN-00664,G710M147,mks639188213fDRT,TQO4837,Hyundai,Accent,2013
VEH-00665,SIN-00665,L894F936,rxa630513306PuGN,prY6391,Toyota,RAV4,2017
VEH-00666,SIN-00666,P954F574,jYA596593671BClw,Qld3902,Mazda,2,2023
VEH-00667,SIN-00667,F511B326,wmb072487630AeWf,BDU3177,Mazda,3,2019
VEH-00668,SIN-00668,A343A360,Xat832025646aIPU,joJ8634,Hyundai,Santa Fe,2024
VEH-00669,SIN-00669,A823R220,uxz275483233EyGO,GGe0405,Mazda,2,2013
VEH-00670,SIN-00670,E282H476,lzi822045521XxCH,LYu6647,Hyundai,Santa Fe,2023
VEH-00671,SIN-00671,M710F146,mQw112148719nOZB,rXz3464,Hyundai,Santa Fe,2023
VEH-00672,SIN-00672,P553L555,UOi826805068tmoZ,HLp6460,Hyundai,Elantra,2021
VEH-00673,SIN-00673,C209G904,TJA340292964sLLy,LDa4280,Mazda,2,2021
VEH-00674,SIN-00674,H118K876,Ujj081277632pdjT,puA1788,Mazda,BT-50,2019
VEH-00675,SIN-00675,E552J432,yhk201962101YnyA,hqU7727,Kia,Rio,2013
VEH-00676,SIN-00676,A662M643,zwU884472210aaZg,sYZ2891,Kia,Sorento,2012
VEH-00677,SIN-00677,M775F285,WdP877211236Bpzt,aHL3514,Toyota,Corolla,2024
VEH-00678,SIN-00678,G488N162,uBt972718685pFSf,KcT1471,Chevrolet,Spark,2020
VEH-00679,SIN-00679,J569P797,vuS526351570YQUH,bEs4642,Chevrolet,Spark,2014
VEH-00680,SIN-00680,H107R387,Vwd995132598hCbJ,Hwu3239,Nissan,Sentra,2013
VEH-00681,SIN-00681,D865H848,gkJ652262664gXsO,pjd0471,Nissan,Sentra,2021
VEH-00682,SIN-00682,E577D748,HXz220683022saln,vxb6403,Mazda,BT-50,2023
VEH-00683,SIN-00683,B901H316,jib651255417FWhg,xtx9443,Kia,Sorento,2023
VEH-00684,SIN-00684,M948E625,meM732162327ijbZ,fij9696,Mazda,BT-50,2023
VEH-00685,SIN-00685,N624D659,fHK327125271xJZx,xjl5600,Nissan,Frontier,2024
VEH-00686,SIN-00686,Q505H152,kQG610174807bKkK,Elb9624,Chevrolet,Spark,2022
VEH-00687,SIN-00687,R342R701,WWh297745874eeUe,ytg0564,Toyota,RAV4,2021
VEH-00688,SIN-00688,K900J420,VcT908502810aJCG,ssh3193,Mazda,2,2022
VEH-00689,SIN-00689,J990K383,pdb698716893TYZa,sNE1078,Nissan,Versa,2012
VEH-00690,SIN-00690,N695F861,ZCl331681611fueT,ppS7829,Kia,Sorento,2014
VEH-00691,SIN-00691,L391H404,sqX516925737XBhA,Qzi1086,Kia,Sorento,2017
VEH-00692,SIN-00692,D805N131,Pnz626603353ULTU,Siw5950,Mazda,BT-50,2015
VEH-00693,SIN-00693,G725L741,jKN548288266deVD,gUp6200,Hyundai,Accent,2019
VEH-00694,SIN-00694,P472L561,nuM969682151AVHj,GwC5367,Mazda,CX-5,2022
VEH-00695,SIN-00695,L526C487,UGq581616203Ntru,Khv6108,Kia,Sorento,2020
VEH-00696,SIN-00696,G413B600,rXq937213072kbTZ,tqy4140,Hyundai,Tucson,2012
VEH-00697,SIN-00697,D925Q576,aku992029743oDOH,lEA8974,Kia,Sorento,2013
VEH-00698,SIN-00698,G423A757,kQL098034309YmLJ,wLw9966,Nissan,Versa,2019
VEH-00699,SIN-00699,G497F252,kNY835992823eDvF,SAx1192,Mazda,CX-5,2015
VEH-00700,SIN-00700,L389A341,PDv521982561Acim,akM7488,Nissan,Kicks,2018
VEH-00701,SIN-00701,L233L798,qSA019917454gvOs,CDx3127,Mazda,3,2023
VEH-00702,SIN-00702,H189E941,uas144479410yOnv,YNV8046,Chevrolet,Aveo,2017
VEH-00703,SIN-00703,F569H421,hlS188408583gtAN,ByK7611,Chevrolet,Captiva,2024
VEH-00704,SIN-00704,K738Q259,Foi881194782vgeu,dTs3745,Toyota,RAV4,2021
VEH-00705,SIN-00705,B292E231,yMw120615457nVrx,EqQ2111,Nissan,Kicks,2016
VEH-00706,SIN-00706,R176K534,wiv338320727eNZC,uub6331,Kia,Picanto,2012
VEH-00707,SIN-00707,H827M421,ptl491906928PJmW,TEo9000,Mazda,BT-50,2017
VEH-00708,SIN-00708,Q142E137,GHt432841796trjQ,ody8107,Nissan,Versa,2018
VEH-00709,SIN-00709,R357C299,OHQ451110053stla,Dhg8839,Toyota,Yaris,2016
VEH-00710,SIN-00710,M677J918,EcM248523778dmiX,yWi1442,Hyundai,Elantra,2024
VEH-00711,SIN-00711,D884F210,XTR666330436wZMW,CiJ8407,Kia,Sportage,2022
VEH-00712,SIN-00712,C750E589,NZk901597204MNcq,tpy7212,Mazda,3,2018
VEH-00713,SIN-00713,A548N205,XvL657826566LCuY,cjW5281,Hyundai,Tucson,2014
VEH-00714,SIN-00714,H771A473,ijG540064481wWdS,Tud8309,Chevrolet,Aveo,2016
VEH-00715,SIN-00715,P670M354,rrL146880836DSho,cWD5254,Hyundai,Accent,2016
VEH-00716,SIN-00716,M431L694,Dge737175339HEXK,Cjm4416,Hyundai,Santa Fe,2012
VEH-00717,SIN-00717,P317L538,CeU975427654tVzI,sgz4582,Chevrolet,Spark,2019
VEH-00718,SIN-00718,R886K912,RTq709782607AcxF,dah9773,Kia,Sportage,2015
VEH-00719,SIN-00719,E599P978,WLf737617878XXrS,NQf1327,Nissan,Kicks,2021
VEH-00720,SIN-00720,B369P136,eBd018419463BuJi,yJM3992,Nissan,Versa,2020
VEH-00721,SIN-00721,H509N838,kbH657920821GeTj,lge6295,Chevrolet,D-Max,2018
VEH-00722,SIN-00722,A288F253,eVE224354925gDpP,WKV9617,Mazda,3,2021
VEH-00723,SIN-00723,M445A510,vks387927494tfky,sPJ6177,Kia,Rio,2019
VEH-00724,SIN-00724,B542Q124,DyI067759405Aqss,KRq3101,Mazda,3,2017
VEH-00725,SIN-00725,D276B157,OAA320964290MYIL,pKe0278,Nissan,Kicks,2021
VEH-00726,SIN-00726,J416B568,nCL638920807bpju,WPv7538,Chevrolet,Aveo,2021
VEH-00727,SIN-00727,F217N286,nfV179271924phfa,WQT0142,Kia,Rio,2020
VEH-00728,SIN-00728,G802H873,haW928333688LGBj,jCo2622,Nissan,Kicks,2021
VEH-00729,SIN-00729,C858F691,Hpm984067306FrCx,ent0127,Nissan,Sentra,2024
VEH-00730,SIN-00730,E215A970,dqM668736064JsJx,IDg3211,Nissan,Frontier,2015
VEH-00731,SIN-00731,R187F277,fSs991350840WkoI,tBt0093,Toyota,Yaris,2012
VEH-00732,SIN-00732,E248H768,Lzq032148426LGae,PWl1466,Toyota,Yaris,2019
VEH-00733,SIN-00733,J286Q898,LNh723288365SwfF,CMt1509,Nissan,Versa,2017
VEH-00734,SIN-00734,L602Q908,uOv301721894qrsG,LhM2149,Hyundai,Tucson,2020
VEH-00735,SIN-00735,B509G254,moj312326832xPuU,xWm4674,Chevrolet,D-Max,2023
VEH-00736,SIN-00736,A181F531,CYi233812744WXeN,bTK0912,Nissan,Versa,2016
VEH-00737,SIN-00737,P820P474,ECb528466611RwGG,SQA8117,Hyundai,Santa Fe,2014
VEH-00738,SIN-00738,J602P113,vca644265718AJdl,HFV0532,Nissan,Sentra,2023
VEH-00739,SIN-00739,P950J550,OXH416932057MkGV,KMf2392,Toyota,Hilux,2023
VEH-00740,SIN-00740,J936L281,nbd413562764KfZt,KNA6678,Nissan,Frontier,2019
VEH-00741,SIN-00741,Q663Q811,MhM994281636DWco,hyq9306,Chevrolet,Captiva,2019
VEH-00742,SIN-00742,J114Q103,Zmj286811434ErcV,Uwk7880,Kia,Picanto,2018
VEH-00743,SIN-00743,R579Q894,pXT658148598UeQs,NBI0121,Hyundai,Accent,2018
VEH-00744,SIN-00744,E729Q256,LsP796508151Jwdd,TrF8218,Toyota,RAV4,2014
VEH-00745,SIN-00745,B914E624,Dmu957328300vktU,ubq1672,Kia,Sportage,2018
VEH-00746,SIN-00746,C824N363,lrj748916099ITHt,LLq3673,Nissan,Versa,2019
VEH-00747,SIN-00747,A449G986,FNE313148012hNSI,kRC2250,Toyota,Yaris,2013
VEH-00748,SIN-00748,P134L496,tIA003769290gsPS,BjZ3350,Nissan,Sentra,2020
VEH-00749,SIN-00749,A913G176,fTP764678661YHuU,UZC1383,Mazda,2,2018
VEH-00750,SIN-00750,R990M751,evX110452847GJzO,vlg0610,Hyundai,Accent,2014
VEH-00751,SIN-00751,G226F879,Hez990872987GTVr,uSR3726,Kia,Picanto,2014
VEH-00752,SIN-00752,M343M788,WwH893024175SNyo,rvH2812,Mazda,BT-50,2013
VEH-00753,SIN-00753,A186C731,fDM101249916BCLn,Ptj4529,Kia,Picanto,2020
VEH-00754,SIN-00754,Q102D582,phZ856776322lICw,TNE5018,Toyota,Corolla,2023
VEH-00755,SIN-00755,N597D475,cJt665735554SzVZ,oIF1210,Mazda,CX-5,2012
VEH-00756,SIN-00756,Q764D841,fqS500949485mTXk,Ykm6619,Kia,Rio,2019
VEH-00757,SIN-00757,B391H330,SMu065476865xwxj,LAv3090,Hyundai,Elantra,2020
VEH-00758,SIN-00758,M849Q711,tis473417431kNxy,rTH4136,Mazda,2,2019
VEH-00759,SIN-00759,E763K522,ChA736216993ayqh,gXG2733,Nissan,Versa,2022
VEH-00760,SIN-00760,L168C135,FIo537163282zAfi,BBf8671,Toyota,Corolla,2012
VEH-00761,SIN-00761,R152D608,heX653134574ZKMX,WKw7267,Nissan,Frontier,2012
VEH-00762,SIN-00762,F112M149,KYs347694253Ssib,bVq2799,Nissan,Kicks,2017
VEH-00763,SIN-00763,K678R267,lId337084160LHMg,nAu1077,Nissan,Kicks,2023
VEH-00764,SIN-00764,F133C112,rGs065346808EadH,jkv0703,Nissan,Kicks,2021
VEH-00765,SIN-00765,M739R375,TSB325433430nSJm,FCc0739,Kia,Sorento,2022
VEH-00766,SIN-00766,L755H988,lhQ604801596RPyZ,Xoi5507,Nissan,Sentra,2017
VEH-00767,SIN-00767,Q866K360,iXD026064026Egvr,Wmr9782,Mazda,CX-5,2017
VEH-00768,SIN-00768,N779J785,pBo300688845QvZT,liR0725,Chevrolet,D-Max,2012
VEH-00769,SIN-00769,C514K215,ePr784101521SUEk,pim9805,Hyundai,Santa Fe,2024
VEH-00770,SIN-00770,G551K140,WzN568873371qvOr,brI1251,Nissan,Frontier,2013
VEH-00771,SIN-00771,H569H989,zGk619676717tLBA,peq3516,Chevrolet,Aveo,2024
VEH-00772,SIN-00772,N859Q488,XpV569382206KDdm,jOx3804,Kia,Rio,2023
VEH-00773,SIN-00773,N885A957,wks562883968UkvI,Rvk0701,Nissan,Frontier,2017
VEH-00774,SIN-00774,C927Q408,OaJ671610191rMqU,Tic7702,Kia,Rio,2024
VEH-00775,SIN-00775,K730N628,peq107466366DXsu,jpK0422,Hyundai,Accent,2016
VEH-00776,SIN-00776,B627B316,oQh622047468YNRG,xMw6196,Hyundai,Santa Fe,2020
VEH-00777,SIN-00777,F390B790,kSK911786291eRwm,UbE0278,Kia,Picanto,2019
VEH-00778,SIN-00778,J438A678,rZt313584205VHDm,uvU2086,Hyundai,Elantra,2015
VEH-00779,SIN-00779,J482H424,Rye556989599OIjP,CMx1347,Chevrolet,D-Max,2019
VEH-00780,SIN-00780,D199D192,sji623516676TkAx,kvx6017,Nissan,Versa,2023
VEH-00781,SIN-00781,M919C647,Mic142802206EeFI,Dhr8144,Mazda,BT-50,2018
VEH-00782,SIN-00782,P623L710,Jos823623921BeiU,oXn6253,Nissan,Kicks,2014
VEH-00783,SIN-00783,H465P220,Oki563189883bIDZ,Mrq1175,Toyota,Hilux,2012
VEH-00784,SIN-00784,Q840G766,WlR377193675pgFq,fwi1033,Nissan,Frontier,2023
VEH-00785,SIN-00785,A998B259,XlG704090239buKZ,DNR5512,Mazda,CX-5,2022
VEH-00786,SIN-00786,J258M730,lAv380400787eFkg,MAQ4349,Kia,Sorento,2022
VEH-00787,SIN-00787,A442L403,kmP061489403nDvh,DmE9115,Chevrolet,D-Max,2021
VEH-00788,SIN-00788,R910D835,HJW090147007BODu,ysq8622,Mazda,CX-5,2013
VEH-00789,SIN-00789,R799J723,QnX980825825kreV,Gln7033,Hyundai,Santa Fe,2019
VEH-00790,SIN-00790,N105K278,TOV677363323ORJq,oVU7181,Hyundai,Tucson,2019
VEH-00791,SIN-00791,R838J798,OVf953742182Qkyy,Vha6070,Toyota,Yaris,2024
VEH-00792,SIN-00792,C368P180,myH922560961LXtv,ZLG5937,Chevrolet,Aveo,2014
VEH-00793,SIN-00793,L648B928,PWY705066723fKJz,AlM1185,Kia,Picanto,2017
VEH-00794,SIN-00794,F533Q985,uwr307033695GDLJ,Bpv2642,Chevrolet,Aveo,2021
VEH-00795,SIN-00795,Q703Q581,EoW059227981PkPj,QTt4335,Mazda,BT-50,2016
VEH-00796,SIN-00796,L625J562,Msj129743313LSoA,qAe4450,Hyundai,Santa Fe,2013
VEH-00797,SIN-00797,J104D725,ZPS063718430frrC,HEO6671,Chevrolet,D-Max,2023
VEH-00798,SIN-00798,G525A807,Sze722357809ahCt,WZE9370,Mazda,BT-50,2021
VEH-00799,SIN-00799,F812Q440,XLZ369238057zdJr,KOB2076,Kia,Rio,2023
VEH-00800,SIN-00800,G357N355,MkL386876001eRng,FNG8141,Mazda,3,2013
VEH-00801,SIN-00801,J961K906,mSf943988547iRSE,JqG5881,Chevrolet,Captiva,2019
VEH-00802,SIN-00802,H532M516,jOz101226444OTHm,gKO2693,Mazda,3,2013
VEH-00803,SIN-00803,P667N239,pTK828509988hNsh,fFV6100,Hyundai,Tucson,2023
VEH-00804,SIN-00804,B930Q128,MFq554612281IzLZ,Tts6449,Chevrolet,Aveo,2017
VEH-00805,SIN-00805,J630A987,apy234546345xWkC,IRv1410,Mazda,BT-50,2015
VEH-00806,SIN-00806,N135E823,dME581210134kAwE,oIw8680,Toyota,Hilux,2019
VEH-00807,SIN-00807,K347H154,pfy997682395NlTM,mLf9224,Nissan,Kicks,2019
VEH-00808,SIN-00808,F927R169,kOQ832282546AXaR,GQX4648,Nissan,Sentra,2022
VEH-00809,SIN-00809,F391K567,hru991788684NMUd,BsN0058,Nissan,Frontier,2018
VEH-00810,SIN-00810,C918D233,HXc663947108ZmIk,RIS1218,Chevrolet,Spark,2015
VEH-00811,SIN-00811,A603F670,zzw043043164EVAt,Cxg6898,Mazda,2,2020
VEH-00812,SIN-00812,N526C426,ofs045323173jFWj,MMM8827,Toyota,RAV4,2017
VEH-00813,SIN-00813,L625N485,Ifh538521546LaFM,clB1756,Mazda,CX-5,2017
VEH-00814,SIN-00814,L825K181,Ezf908668140UrCN,XgV0032,Kia,Rio,2014
VEH-00815,SIN-00815,F446E177,JsU373287788ZkXw,yVe3453,Nissan,Kicks,2022
VEH-00816,SIN-00816,N543B423,XAw122525400bYnK,crS1475,Mazda,BT-50,2018
VEH-00817,SIN-00817,K279F809,Lkk265864716GOZY,yAu2632,Mazda,BT-50,2019
VEH-00818,SIN-00818,L257B348,xGD766496801swou,fep9385,Toyota,Corolla,2022
VEH-00819,SIN-00819,F934Q193,RhM392997096NInd,LTL5358,Chevrolet,D-Max,2015
VEH-00820,SIN-00820,F117G988,bhO648991315XIwR,vYy6146,Nissan,Sentra,2018
VEH-00821,SIN-00821,P400E906,Joa255806813tkRX,Uuk6558,Mazda,2,2023
VEH-00822,SIN-00822,N239P654,Koz045024119ReGA,iDJ2962,Kia,Picanto,2014
VEH-00823,SIN-00823,E641Q856,Mjo391616237BQRP,eBq0444,Kia,Sorento,2012
VEH-00824,SIN-00824,H253A617,GGO549418313prdB,xRG2703,Nissan,Sentra,2019
VEH-00825,SIN-00825,H951J548,ian028224816fPVi,mGW1977,Mazda,3,2023
VEH-00826,SIN-00826,P286H943,hME089788545xHEh,OZx0993,Toyota,Hilux,2016
VEH-00827,SIN-00827,M932M591,wJm040241321bsJi,nHr4708,Nissan,Kicks,2017
VEH-00828,SIN-00828,F297E979,HCz256251930zQCM,IxK8969,Kia,Sorento,2019
VEH-00829,SIN-00829,B157J438,AiR256218329tfhH,tEH0570,Nissan,Kicks,2017
VEH-00830,SIN-00830,M822R323,BqL896543921gXfZ,dHy9960,Mazda,3,2014
VEH-00831,SIN-00831,H863E274,MAy411505573caMM,zGQ2066,Kia,Picanto,2024
VEH-00832,SIN-00832,A419F907,wjA909664777YIlO,QuD4124,Kia,Picanto,2012
VEH-00833,SIN-00833,E439L445,mwp957476422ObiV,wtc9390,Nissan,Frontier,2018
VEH-00834,SIN-00834,H692Q569,NLw287277911hIGx,Zfx5195,Mazda,3,2016
VEH-00835,SIN-00835,D525R671,RcV749615789jXHe,JRN9435,Toyota,Corolla,2017
VEH-00836,SIN-00836,P752K509,JUg912959714MnDj,YzI6021,Mazda,2,2015
VEH-00837,SIN-00837,N961L489,boA185193286UcsW,lLl8262,Mazda,3,2016
VEH-00838,SIN-00838,J864P611,Mss206811065XjiA,nof3845,Hyundai,Tucson,2015
VEH-00839,SIN-00839,F738C806,Lut294434532YVKW,ZjC1198,Chevrolet,D-Max,2016
VEH-00840,SIN-00840,L460Q806,HMd194713085AIhn,kSo7426,Mazda,2,2012
VEH-00841,SIN-00841,P265H793,SPO571585737BNRE,TBr4723,Toyota,RAV4,2017
VEH-00842,SIN-00842,J263P381,lAw146021178VkDE,lRm7069,Mazda,3,2019
VEH-00843,SIN-00843,A751L311,Tct734487737WJpx,ymY7061,Kia,Rio,2013
VEH-00844,SIN-00844,B330H689,JJu049559867JesB,yQi1829,Chevrolet,Spark,2023
VEH-00845,SIN-00845,H838R193,ZOD994029839mAfF,kuX3383,Toyota,Yaris,2014
VEH-00846,SIN-00846,H353M534,ggM275607293JqdG,BAz9526,Mazda,3,2017
VEH-00847,SIN-00847,C139A219,OWe487480034gRTU,GcV5777,Mazda,BT-50,2015
VEH-00848,SIN-00848,Q386G433,iMF613983701FqMw,eng5493,Chevrolet,Aveo,2019
VEH-00849,SIN-00849,E751Q602,bzC558188307ZVqv,QGT6665,Toyota,Hilux,2020
VEH-00850,SIN-00850,C426N474,DCk687040317Nrft,UEN8272,Kia,Sorento,2022
VEH-00851,SIN-00851,M573K461,ECx572505509TNoQ,mgF5018,Mazda,2,2017
