id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza
POL-00468,ASG-00172,Vida,2024-11-04,2025-11-04,1632.78,23627.89,794.07,Digital,Manta,Cancelada
POL-00469,ASG-00372,Hogar,2025-09-30,2026-09-30,1243.8,5842.33,661.92,Digital,Guayaquil,Vencida
POL-00470,ASG-00034,Salud,2025-05-24,2026-05-24,776.78,6402.79,986.9,Broker,Guayaquil,Cancelada
POL-00471,ASG-00311,Vida,2025-02-09,2026-02-09,618.54,10258.01,825.88,Digital,Cuenca,Cancelada
POL-00472,ASG-00162,Vehiculos,2025-06-14,2026-06-14,761.55,8905.9,901.64,Digital,Manta,Vencida
POL-00473,ASG-00155,Salud,2025-09-22,2026-09-22,1192.67,12875.57,499.37,Agente,Guayaquil,Activa
POL-00474,ASG-00048,Vida,2025-08-20,2026-08-20,1160.19,40956.14,923.96,Broker,Cuenca,Activa
POL-00475,ASG-00175,Vida,2024-08-28,2025-08-28,1545.15,28563.26,820.43,Broker,Loja,Activa
POL-00476,ASG-00265,Salud,2025-04-30,2026-04-30,648.82,6644.86,510.07,Agente,Quito,Activa
POL-00477,ASG-00160,Vehiculos,2025-02-18,2026-02-18,1467.99,31742.94,269.66,Directo,Ambato,Activa
POL-00478,ASG-00053,Generales,2024-12-05,2025-12-05,1602.51,38549.96,217.98,Digital,Loja,Cancelada
POL-00479,ASG-00108,Hogar,2026-05-04,2027-05-04,640.94,17895.53,625.82,Directo,Cuenca,Cancelada
POL-00480,ASG-00061,Hogar,2026-04-25,2027-04-25,553.85,17313.66,212.21,Agente,Guayaquil,Activa
POL-00481,ASG-00278,Hogar,2024-11-30,2025-11-30,1233.92,17197.34,954.62,Digital,Manta,Cancelada
POL-00482,ASG-00126,Salud,2025-08-22,2026-08-22,421.11,32596.83,470.99,Directo,Cuenca,Activa
POL-00483,ASG-00067,Vehiculos,2025-05-14,2026-05-14,1100.25,35397.32,284.74,Agente,Cuenca,Activa
POL-00484,ASG-00219,Vida,2024-11-12,2025-11-12,604.27,31825.46,674.2,Directo,Ambato,Cancelada
POL-00485,ASG-00183,Hogar,2025-12-03,2026-12-03,864.96,13916.62,806.72,Agente,Cuenca,Vencida
POL-00486,ASG-00291,Salud,2025-01-13,2026-01-13,457.96,41105.77,758.88,Agente,Loja,Vencida
POL-00487,ASG-00159,Vida,2025-02-13,2026-02-13,1099.93,47635.17,314.98,Digital,Quito,Vencida
POL-00488,ASG-00201,Salud,2024-06-21,2025-06-21,1489.34,34933.13,831.02,Digital,Loja,Vencida
POL-00489,ASG-00250,Vehiculos,2024-08-22,2025-08-22,411.12,10079.92,582.92,Broker,Manta,Vencida
POL-00490,ASG-00394,Hogar,2026-01-10,2027-01-10,1327.55,10732.73,282.35,Agente,Cuenca,Vencida
POL-00491,ASG-00285,Vehiculos,2024-07-05,2025-07-05,1647.13,28973.55,520.65,Directo,Ambato,Activa
POL-00492,ASG-00318,Salud,2025-12-25,2026-12-25,1231.51,48825.13,507.05,Digital,Quito,Activa
POL-00493,ASG-00356,Generales,2024-08-07,2025-08-07,1032.95,49109.24,653.77,Digital,Quito,Cancelada
POL-00494,ASG-00356,Salud,2025-01-02,2026-01-02,594.25,35132.23,791.49,Directo,Quito,Activa
POL-00495,ASG-00304,Generales,2024-11-12,2025-11-12,1086.94,29978.95,857.62,Broker,Quito,Vencida
POL-00496,ASG-00208,Vehiculos,2025-06-01,2026-06-01,1317.04,35847.89,677.12,Directo,Manta,Vencida
POL-00497,ASG-00254,Vehiculos,2024-08-12,2025-08-12,453.91,41766.51,909.81,Agente,Quito,Activa
POL-00498,ASG-00339,Salud,2024-06-28,2025-06-28,1070.06,18117.65,692.46,Directo,Cuenca,Activa
POL-00499,ASG-00106,Hogar,2024-12-21,2025-12-21,809.55,40745.6,743.65,Directo,Manta,Cancelada
POL-00500,ASG-00177,Vehiculos,2026-02-10,2027-02-10,1290.64,32517.08,608.34,Broker,Ambato,Vencida
POL-00501,ASG-00032,Hogar,2025-01-23,2026-01-23,1831.83,48555.48,200.67,Digital,Ambato,Activa
POL-00502,ASG-00145,Vehiculos,2025-02-09,2026-02-09,699.91,36599.98,515.41,Digital,Ambato,Cancelada
POL-00503,ASG-00196,Vida,2026-05-25,2027-05-25,948.66,29530.35,729.99,Directo,Guayaquil,Activa
POL-00504,ASG-00097,Generales,2025-05-04,2026-05-04,953.81,46601.69,871.97,Broker,Quito,Vencida
POL-00505,ASG-00344,Salud,2025-01-21,2026-01-21,528.27,8228.57,212.57,Directo,Guayaquil,Cancelada
POL-00506,ASG-00224,Salud,2025-04-02,2026-04-02,443.93,33900.93,532.68,Directo,Quito,Cancelada
POL-00507,ASG-00310,Vida,2025-11-12,2026-11-12,1359.52,25447.75,539.3,Directo,Ambato,Vencida
POL-00508,ASG-00182,Salud,2025-03-15,2026-03-15,615.84,32205.8,662.35,Broker,Loja,Cancelada
POL-00509,ASG-00257,Hogar,2024-08-02,2025-08-02,998.42,29577.48,493.58,Agente,Guayaquil,Cancelada
POL-00510,ASG-00248,Hogar,2025-11-12,2026-11-12,492.38,26668.98,752.4,Broker,Manta,Cancelada
POL-00511,ASG-00375,Generales,2024-08-22,2025-08-22,1972.08,49265.08,823.1,Directo,Guayaquil,Cancelada
POL-00512,ASG-00041,Generales,2025-11-24,2026-11-24,1812.86,8980.09,577.96,Agente,Guayaquil,Cancelada
POL-00513,ASG-00325,Generales,2024-08-29,2025-08-29,1656.77,19062.49,242.22,Digital,Cuenca,Cancelada
POL-00514,ASG-00399,Vehiculos,2025-05-23,2026-05-23,1097.08,28069.84,575.39,Digital,Guayaquil,Vencida
POL-00515,ASG-00181,Hogar,2024-06-26,2025-06-26,791.65,6589.68,938.29,Digital,Manta,Cancelada
POL-00516,ASG-00289,Hogar,2024-11-26,2025-11-26,404.41,26292.22,335.26,Agente,Ambato,Cancelada
POL-00517,ASG-00150,Generales,2025-09-02,2026-09-02,346.41,26814.21,301.46,Agente,Loja,Vencida
POL-00518,ASG-00130,Salud,2024-07-29,2025-07-29,1346.86,17384.77,405.56,Agente,Loja,Cancelada
POL-00519,ASG-00090,Generales,2025-10-29,2026-10-29,1556.24,34662.0,495.81,Broker,Manta,Vencida
POL-00520,ASG-00359,Salud,2025-08-13,2026-08-13,1124.36,40971.74,889.61,Digital,Manta,Activa
POL-00521,ASG-00075,Generales,2024-07-10,2025-07-10,1887.7,11936.76,596.76,Directo,Ambato,Vencida
POL-00522,ASG-00122,Vida,2026-04-29,2027-04-29,1534.2,12527.75,662.21,Digital,Ambato,Activa
POL-00523,ASG-00329,Hogar,2024-11-17,2025-11-17,1584.32,10219.75,334.08,Directo,Ambato,Vencida
POL-00524,ASG-00155,Vida,2026-03-24,2027-03-24,1568.46,38859.25,626.02,Directo,Guayaquil,Cancelada
POL-00525,ASG-00362,Vida,2026-03-12,2027-03-12,1106.8,11531.74,896.22,Agente,Quito,Vencida
POL-00526,ASG-00230,Vida,2025-01-02,2026-01-02,1453.44,48279.32,746.3,Agente,Quito,Activa
POL-00527,ASG-00273,Hogar,2025-06-23,2026-06-23,1925.51,24430.36,934.43,Digital,Cuenca,Vencida
POL-00528,ASG-00139,Hogar,2026-04-30,2027-04-30,1663.94,16490.48,667.34,Directo,Cuenca,Cancelada
POL-00529,ASG-00384,Salud,2025-03-25,2026-03-25,1548.33,31492.59,355.94,Digital,Loja,Cancelada
POL-00530,ASG-00354,Salud,2024-07-27,2025-07-27,832.56,5476.01,206.78,Agente,Quito,Activa
POL-00531,ASG-00211,Vehiculos,2025-04-20,2026-04-20,1192.95,35847.48,481.21,Digital,Manta,Vencida
POL-00532,ASG-00099,Vehiculos,2025-06-16,2026-06-16,340.29,9137.36,950.8,Broker,Cuenca,Cancelada
POL-00533,ASG-00327,Vehiculos,2025-02-24,2026-02-24,1503.73,10398.97,885.15,Broker,Cuenca,Vencida
POL-00534,ASG-00337,Generales,2024-07-09,2025-07-09,1665.44,13314.59,288.68,Broker,Ambato,Vencida
POL-00535,ASG-00151,Vida,2024-06-20,2025-06-20,1422.81,8407.14,562.76,Digital,Ambato,Vencida
POL-00536,ASG-00355,Hogar,2025-04-05,2026-04-05,737.47,40132.91,421.83,Agente,Guayaquil,Vencida
POL-00537,ASG-00199,Hogar,2025-08-12,2026-08-12,1993.13,16620.74,850.24,Broker,Guayaquil,Vencida
POL-00538,ASG-00036,Vida,2024-09-26,2025-09-26,1965.02,14030.11,514.11,Directo,Quito,Activa
POL-00539,ASG-00074,Generales,2024-11-26,2025-11-26,1606.8,14827.39,714.67,Directo,Manta,Cancelada
POL-00540,ASG-00133,Vehiculos,2025-06-25,2026-06-25,359.26,8168.55,782.04,Directo,Ambato,Activa
POL-00541,ASG-00255,Salud,2025-06-10,2026-06-10,1409.87,5039.04,230.27,Directo,Quito,Vencida
POL-00542,ASG-00078,Hogar,2024-06-05,2025-06-05,1837.85,30858.81,612.31,Directo,Manta,Vencida
POL-00543,ASG-00224,Vida,2026-05-05,2027-05-05,1734.88,40142.17,828.31,Broker,Quito,Activa
POL-00544,ASG-00197,Vida,2025-05-17,2026-05-17,506.05,29088.68,993.28,Digital,Cuenca,Cancelada
POL-00545,ASG-00156,Vida,2025-03-03,2026-03-03,393.83,49865.71,717.66,Digital,Manta,Cancelada
POL-00546,ASG-00175,Vehiculos,2026-01-04,2027-01-04,1730.01,39220.39,431.97,Broker,Loja,Activa
POL-00547,ASG-00284,Vehiculos,2025-05-05,2026-05-05,1944.77,34733.03,439.1,Directo,Guayaquil,Activa
POL-00548,ASG-00323,Hogar,2024-11-09,2025-11-09,1127.06,44834.64,550.39,Broker,Cuenca,Activa
POL-00549,ASG-00019,Salud,2025-09-26,2026-09-26,343.12,49837.26,390.79,Directo,Loja,Activa
POL-00550,ASG-00277,Hogar,2024-12-12,2025-12-12,1149.46,48422.92,849.42,Agente,Cuenca,Activa
POL-00551,ASG-00174,Vehiculos,2025-06-10,2026-06-10,874.12,37445.54,524.41,Broker,Guayaquil,Cancelada
POL-00552,ASG-00342,Generales,2025-05-22,2026-05-22,1079.23,35513.5,899.4,Broker,Manta,Cancelada
POL-00553,ASG-00297,Salud,2025-03-21,2026-03-21,1872.19,6659.5,313.27,Agente,Manta,Vencida
POL-00554,ASG-00317,Vehiculos,2025-09-05,2026-09-05,712.56,34195.39,211.49,Agente,Loja,Vencida
POL-00555,ASG-00050,Vida,2025-11-07,2026-11-07,1339.08,42590.85,251.17,Agente,Loja,Activa
POL-00556,ASG-00255,Generales,2024-11-07,2025-11-07,1658.6,14925.76,843.56,Directo,Quito,Vencida
POL-00557,ASG-00378,Vida,2024-11-17,2025-11-17,851.2,48913.4,660.77,Broker,Guayaquil,Vencida
POL-00558,ASG-00110,Vehiculos,2024-10-08,2025-10-08,1308.24,20097.67,296.6,Broker,Guayaquil,Vencida
POL-00559,ASG-00087,Hogar,2025-04-17,2026-04-17,1240.79,24739.75,940.54,Agente,Quito,Activa
POL-00560,ASG-00052,Generales,2026-04-20,2027-04-20,939.42,12098.91,903.7,Agente,Quito,Activa
POL-00561,ASG-00004,Salud,2025-10-26,2026-10-26,1874.43,36803.36,674.98,Digital,Manta,Vencida
POL-00562,ASG-00356,Vida,2025-07-20,2026-07-20,1477.01,14277.21,711.86,Directo,Quito,Vencida
POL-00563,ASG-00123,Salud,2026-01-10,2027-01-10,1337.91,6692.95,344.0,Directo,Cuenca,Cancelada
POL-00564,ASG-00046,Hogar,2026-04-08,2027-04-08,891.35,5205.65,388.51,Agente,Cuenca,Cancelada
POL-00565,ASG-00049,Generales,2024-09-26,2025-09-26,915.23,39250.77,631.78,Broker,Ambato,Vencida
POL-00566,ASG-00395,Salud,2025-06-25,2026-06-25,769.93,13717.35,837.29,Directo,Ambato,Vencida
POL-00567,ASG-00091,Salud,2024-07-06,2025-07-06,1439.24,6940.2,715.89,Digital,Quito,Activa
POL-00568,ASG-00223,Hogar,2024-10-20,2025-10-20,868.3,41231.92,806.73,Agente,Quito,Activa
POL-00569,ASG-00380,Vehiculos,2025-12-06,2026-12-06,1872.26,12914.94,828.39,Directo,Ambato,Cancelada
POL-00570,ASG-00060,Vehiculos,2025-08-03,2026-08-03,1821.63,37463.14,674.17,Digital,Manta,Vencida
POL-00571,ASG-00102,Hogar,2025-07-02,2026-07-02,691.11,9955.98,382.23,Broker,Loja,Cancelada
POL-00572,ASG-00212,Salud,2026-04-15,2027-04-15,938.41,14929.82,576.79,Directo,Manta,Activa
POL-00573,ASG-00224,Salud,2026-03-12,2027-03-12,667.48,32424.51,342.45,Digital,Quito,Activa
POL-00574,ASG-00235,Salud,2024-07-21,2025-07-21,1374.44,48900.02,361.77,Broker,Loja,Activa
POL-00575,ASG-00355,Generales,2024-08-01,2025-08-01,401.41,11142.57,881.32,Directo,Guayaquil,Vencida
POL-00576,ASG-00088,Hogar,2024-10-29,2025-10-29,673.75,18282.27,325.43,Broker,Manta,Cancelada
POL-00577,ASG-00284,Salud,2024-07-27,2025-07-27,447.01,43563.82,591.37,Broker,Guayaquil,Cancelada
POL-00578,ASG-00243,Vida,2024-06-25,2025-06-25,774.59,37850.8,788.94,Broker,Ambato,Activa
POL-00579,ASG-00168,Vida,2024-09-12,2025-09-12,1285.09,45132.02,673.42,Broker,Loja,Cancelada
POL-00580,ASG-00003,Vida,2025-09-12,2026-09-12,1966.31,6802.64,576.52,Agente,Quito,Vencida
POL-00581,ASG-00272,Vida,2026-01-03,2027-01-03,1114.76,40910.79,857.03,Directo,Manta,Vencida
POL-00582,ASG-00124,Vehiculos,2024-12-18,2025-12-18,1249.43,5559.03,785.43,Broker,Quito,Activa
POL-00583,ASG-00184,Hogar,2026-02-15,2027-02-15,706.41,49952.82,212.74,Digital,Guayaquil,Activa
POL-00584,ASG-00361,Vida,2025-05-12,2026-05-12,1758.47,38627.9,219.53,Directo,Guayaquil,Vencida
POL-00585,ASG-00396,Salud,2024-09-23,2025-09-23,1786.14,23241.22,831.89,Digital,Cuenca,Cancelada
POL-00586,ASG-00238,Vehiculos,2026-03-20,2027-03-20,1762.65,8181.44,914.75,Digital,Loja,Cancelada
POL-00587,ASG-00017,Hogar,2025-01-21,2026-01-21,1024.03,17140.52,956.88,Broker,Loja,Cancelada
POL-00588,ASG-00042,Generales,2025-05-16,2026-05-16,1797.44,38109.24,243.85,Digital,Ambato,Activa
POL-00589,ASG-00057,Vida,2026-01-29,2027-01-29,921.5,32861.01,492.46,Broker,Guayaquil,Cancelada
POL-00590,ASG-00287,Vehiculos,2024-10-05,2025-10-05,1253.29,39810.9,310.72,Digital,Ambato,Activa
POL-00591,ASG-00277,Vehiculos,2026-03-02,2027-03-02,1403.37,38182.1,801.82,Broker,Cuenca,Cancelada
POL-00592,ASG-00390,Salud,2026-03-04,2027-03-04,844.79,45406.99,602.85,Directo,Manta,Vencida
POL-00593,ASG-00028,Vehiculos,2025-01-03,2026-01-03,933.78,25358.48,601.16,Agente,Loja,Vencida
POL-00594,ASG-00364,Generales,2026-03-14,2027-03-14,1453.12,28978.5,433.81,Digital,Quito,Cancelada
POL-00595,ASG-00355,Vehiculos,2025-11-13,2026-11-13,620.2,44779.05,269.85,Directo,Guayaquil,Activa
POL-00596,ASG-00148,Vehiculos,2025-10-28,2026-10-28,485.92,17417.42,757.67,Directo,Ambato,Activa
POL-00597,ASG-00105,Generales,2025-08-23,2026-08-23,1918.58,6021.06,533.23,Broker,Cuenca,Vencida
POL-00598,ASG-00178,Vida,2025-01-18,2026-01-18,1054.56,34010.8,433.21,Agente,Loja,Activa
POL-00599,ASG-00119,Generales,2026-02-06,2027-02-06,1395.94,23526.13,474.23,Digital,Manta,Vencida
POL-00600,ASG-00304,Generales,2026-05-19,2027-05-19,1731.24,25036.53,443.27,Broker,Quito,Vencida
