id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,id_proveedor,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,ciudad,suma_asegurada,etiqueta_fraude_simulada,score,nivel_riesgo,alertas,anomalia_score,es_anomalia
SIN-00563,POL-00361,ASG-00204,Hogar,Robo,2026-04-17,2026-04-21,8408.24,7530.22,5295.78,Pago Parcial,Sur,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Taller Norte,P003,22,343,4,2,Guayaquil,13095.69,0,23,AMARILLO,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Documentos incompletos o faltantes (+4 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),0.07912570009961545,0
SIN-00564,POL-00477,ASG-00291,Hogar,Dano parcial,2026-11-02,2026-11-02,13743.54,13361.26,11943.38,Cierre Sin Consecuencia,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Grua Rapida,P007,222,143,0,0,Quito,45443.48,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.025267152986882757,0
SIN-00565,POL-00326,ASG-00164,Hogar,Robo,2026-05-25,2026-06-08,6747.7,6701.14,0.0,Liquidado,Norte,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Clinica San Marcos,P002,3,362,14,3,Guayaquil,7234.69,1,43,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.03327574693564184,1
SIN-00566,POL-00473,ASG-00146,Hogar,Robo,2025-12-26,2026-01-06,47165.96,45606.42,0.0,Pago Parcial,Este,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,2,363,11,3,Guayaquil,48508.41,1,48,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Monto reclamado es el 97% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.050905332190296027,1
SIN-00567,POL-00049,ASG-00202,Hogar,Robo,2026-05-09,2026-05-14,45034.32,38610.08,0.0,Pago Parcial,Oeste,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Clinica San Marcos,P002,1,364,5,3,Guayaquil,49278.51,1,41,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.028374579340136652,1
SIN-00568,POL-00006,ASG-00353,Vehiculos,Atencion medica,2024-12-19,2024-12-24,11317.65,9461.22,7529.24,Pago Total,Oeste,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,True,Clinica San Marcos,P002,30,335,5,3,Guayaquil,16685.95,0,25,AMARILLO,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Proveedor en lista restrictiva (+10 pts),0.08011212138803969,0
SIN-00569,POL-00424,ASG-00327,Vida,Atencion medica,2025-03-03,2025-03-06,1593.08,1614.45,1301.09,Pago Total,Sur,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Premium,P008,103,262,3,1,Cuenca,10506.8,0,0,VERDE,Sin alertas detectadas,0.06659168145112232,0
SIN-00570,POL-00080,ASG-00039,Vida,Incendio,2026-10-10,2026-10-12,1109.74,1140.98,905.42,Negativa,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Peritajes Express,P004,263,102,2,1,Quito,7712.01,0,0,VERDE,Sin alertas detectadas,0.0331300770654851,0
SIN-00571,POL-00517,ASG-00055,Generales,Dano parcial,2025-10-10,2025-10-11,1200.8,1207.86,1190.28,Liquidado,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Premium,P008,5,360,1,0,Quito,14845.32,0,8,VERDE,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts),0.034699444537875546,0
SIN-00572,POL-00151,ASG-00237,Salud,Atencion medica,2026-01-30,2026-02-02,8028.11,7276.1,5556.17,Negativa,Oeste,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Premium,P008,192,173,3,0,Guayaquil,38526.17,0,0,VERDE,Sin alertas detectadas,0.060486582185099336,0
SIN-00573,POL-00442,ASG-00261,Vida,Responsabilidad Civil,2024-08-21,2024-08-26,16189.72,15470.66,11336.21,Reserva,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,False,Taller El Veloz,P001,17,348,5,3,Manta,24860.33,0,29,AMARILLO,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts),0.08623939074593101,0
SIN-00574,POL-00114,ASG-00113,Vehiculos,Dano parcial,2026-06-18,2026-06-25,36565.71,31664.68,29993.44,Cierre Sin Consecuencia,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,False,Peritajes Express,P004,30,335,7,2,Guayaquil,45277.63,0,15,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Documentos incompletos o faltantes (+4 pts),0.002721295066522411,0
SIN-00575,POL-00508,ASG-00106,Vehiculos,Choque,2026-04-19,2026-04-22,5417.83,4846.43,3493.48,Pago Total,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Central,P005,18,347,3,0,Quito,14160.9,0,4,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts),0.05620807787353477,0
SIN-00576,POL-00467,ASG-00073,Salud,Atencion medica,2024-12-16,2024-12-22,24554.18,26075.69,21949.75,Reserva,Norte,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Taller El Veloz,P001,11,354,6,3,Guayaquil,34971.41,0,29,AMARILLO,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts),0.08928858861845401,0
SIN-00577,POL-00581,ASG-00349,Salud,Choque,2026-02-17,2026-02-22,31615.07,31584.17,24511.24,Negativa,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,False,Taller Norte,P003,21,344,5,3,Guayaquil,42591.16,0,19,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts),0.06490186153639749,0
SIN-00578,POL-00362,ASG-00155,Vehiculos,Atencion medica,2026-08-02,2026-08-02,5258.01,5246.5,3895.47,Negativa,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Premium,P008,175,190,0,0,Loja,45111.76,0,0,VERDE,Sin alertas detectadas,0.01637415055094782,0
SIN-00579,POL-00251,ASG-00296,Salud,Robo,2025-10-25,2025-11-09,47230.69,43325.08,0.0,Negativa,Centro,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Clinica San Marcos,P002,5,360,15,5,Loja,48798.08,1,48,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Monto reclamado es el 97% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.10888158292276129,1
SIN-00580,POL-00317,ASG-00098,Vida,Incendio,2025-12-21,2025-12-23,5106.49,5505.66,4096.98,Cierre Sin Consecuencia,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica San Marcos,P002,229,136,2,1,Ambato,28403.5,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.08832735192631441,0
SIN-00581,POL-00536,ASG-00149,Vehiculos,Atencion medica,2025-05-25,2025-05-26,6188.8,5049.8,3998.16,Negativa,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Central,P005,197,168,1,0,Guayaquil,34894.41,0,0,VERDE,Sin alertas detectadas,0.07598748970932767,0
SIN-00582,POL-00001,ASG-00026,Vehiculos,Robo,2026-02-04,2026-02-15,19898.75,21488.27,0.0,Pago Total,Este,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Taller El Veloz,P001,4,361,11,6,Cuenca,20759.82,1,48,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Monto reclamado es el 96% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.012583399968595477,1
SIN-00583,POL-00433,ASG-00205,Generales,Atencion medica,2024-12-11,2024-12-13,3879.22,3394.34,2799.97,Pago Total,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Central,P005,114,251,2,0,Quito,9416.24,0,0,VERDE,Sin alertas detectadas,0.06562959284376901,0
SIN-00584,POL-00313,ASG-00044,Vida,Robo,2024-06-28,2024-07-08,44402.15,41736.5,0.0,Negativa,Este,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Grua Rapida,P007,8,357,10,6,Guayaquil,46720.34,1,48,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Monto reclamado es el 95% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.08158670021846914,1
SIN-00585,POL-00029,ASG-00287,Generales,Atencion medica,2025-06-21,2025-06-23,4237.81,3458.31,3297.61,Pago Total,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Norte,P003,124,241,2,1,Quito,39504.64,0,0,VERDE,Sin alertas detectadas,0.07888889389231296,0
SIN-00586,POL-00007,ASG-00237,Vehiculos,Choque,2025-04-08,2025-04-08,8877.2,8607.63,7808.65,Reserva,Norte,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller El Veloz,P001,1,364,0,1,Cuenca,44370.99,0,18,VERDE,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Proveedor en lista restrictiva (+10 pts),0.02922672886978428,0
SIN-00587,POL-00599,ASG-00346,Generales,Robo,2025-03-26,2025-04-04,35877.53,29424.69,0.0,Pago Total,Oeste,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Grua Rapida,P007,3,362,9,3,Manta,37262.81,1,48,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Monto reclamado es el 96% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),0.03851622168381019,0
SIN-00588,POL-00124,ASG-00267,Vida,Choque,2026-04-25,2026-04-28,11892.19,11056.24,9849.55,Pago Total,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,False,Taller Premium,P008,26,339,3,2,Guayaquil,14193.21,0,12,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Documentos incompletos o faltantes (+4 pts),0.08895081604008248,0
SIN-00589,POL-00247,ASG-00088,Hogar,Robo,2025-08-19,2025-08-31,34175.14,31614.36,0.0,Negativa,Sur,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Clinica San Marcos,P002,10,355,12,6,Loja,36483.29,1,43,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.05433186882069985,1
SIN-00590,POL-00029,ASG-00146,Vehiculos,Responsabilidad Civil,2026-08-29,2026-09-01,2102.47,1977.1,1812.84,Pago Parcial,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Central,P005,266,99,3,0,Loja,30389.41,0,0,VERDE,Sin alertas detectadas,0.03277170622500658,0
SIN-00591,POL-00163,ASG-00184,Generales,Choque,2025-07-12,2025-07-14,15099.81,14161.27,13560.82,Pago Total,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Grua Rapida,P007,96,269,2,1,Quito,43746.0,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.07978706774979227,0
SIN-00592,POL-00311,ASG-00202,Generales,Responsabilidad Civil,2025-04-15,2025-04-17,4629.38,4515.26,4284.83,Reserva,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Premium,P008,51,314,2,1,Quito,42769.65,0,0,VERDE,Sin alertas detectadas,0.0713294269017633,0
SIN-00593,POL-00031,ASG-00376,Hogar,Robo,2026-02-18,2026-02-18,4250.8,4364.48,3605.13,Reserva,Norte,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Premium,P008,146,219,0,1,Loja,9344.32,0,0,VERDE,Sin alertas detectadas,0.05355711112238354,0
SIN-00594,POL-00257,ASG-00059,Generales,Responsabilidad Civil,2024-07-22,2024-07-24,3814.55,3204.09,2855.55,Liquidado,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica del Sur,P006,36,329,2,1,Guayaquil,38747.07,0,0,VERDE,Sin alertas detectadas,0.07042184912038607,0
SIN-00595,POL-00201,ASG-00130,Vida,Robo,2025-03-22,2025-04-06,35405.42,32143.46,0.0,Negativa,Oeste,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Taller El Veloz,P001,1,364,15,3,Quito,35548.21,1,48,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Monto reclamado es el 100% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.03673120534992724,1
SIN-00596,POL-00560,ASG-00037,Salud,Robo,2025-11-13,2025-11-15,7513.25,7817.38,6501.43,Cierre Sin Consecuencia,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Premium,P008,223,142,2,0,Ambato,35706.25,0,0,VERDE,Sin alertas detectadas,0.07926233840417629,0
SIN-00597,POL-00073,ASG-00292,Vida,Robo,2026-09-29,2026-10-01,2418.24,2217.84,1790.62,Pago Total,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Clinica San Marcos,P002,271,94,2,1,Guayaquil,40207.43,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.0307306342425413,0
SIN-00598,POL-00077,ASG-00274,Vida,Dano parcial,2024-11-27,2024-11-27,13549.6,10970.87,9066.57,Pago Total,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Central,P005,102,263,0,0,Guayaquil,43393.78,0,0,VERDE,Sin alertas detectadas,0.04397122379424945,0
SIN-00599,POL-00061,ASG-00072,Salud,Incendio,2025-10-10,2025-10-10,8585.96,8409.47,7431.7,Reserva,Oeste,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller El Veloz,P001,21,344,0,1,Guayaquil,41754.31,0,14,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Proveedor en lista restrictiva (+10 pts),0.0445169190391701,0
SIN-00600,POL-00491,ASG-00067,Hogar,Incendio,2025-09-26,2025-09-28,5984.58,6012.0,5539.32,Liquidado,Este,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,True,Peritajes Express,P004,18,347,2,3,Manta,6878.34,0,12,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts),0.03988496268966135,0
SIN-00601,POL-00054,ASG-00199,Generales,Robo,2025-05-06,2025-05-08,7560.4,8130.61,6272.37,Reserva,Oeste,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Grua Rapida,P007,334,31,2,1,Guayaquil,36294.82,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.03688305050547924,0
SIN-00602,POL-00011,ASG-00117,Vehiculos,Responsabilidad Civil,2025-05-07,2025-05-07,2934.14,2596.06,2061.89,Liquidado,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller El Veloz,P001,10,355,0,0,Quito,38865.61,0,18,VERDE,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Proveedor en lista restrictiva (+10 pts),0.010057217314795919,0
SIN-00603,POL-00300,ASG-00067,Vehiculos,Atencion medica,2025-10-30,2025-11-02,19338.9,20512.6,15861.61,Pago Parcial,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,False,Clinica San Marcos,P002,22,343,3,3,Ambato,26541.56,0,26,AMARILLO,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts),0.08451847665559215,0
SIN-00604,POL-00555,ASG-00258,Hogar,Choque,2026-04-15,2026-04-16,3856.52,3227.23,2960.9,Pago Total,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Premium,P008,363,2,1,0,Quito,20598.6,0,0,VERDE,Sin alertas detectadas,0.008868162232978594,0
SIN-00605,POL-00241,ASG-00358,Vida,Choque,2025-04-02,2025-04-06,33081.8,34946.7,28487.88,Reserva,Este,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,True,Taller El Veloz,P001,23,342,4,3,Cuenca,39388.64,0,25,AMARILLO,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Proveedor en lista restrictiva (+10 pts),0.07333352364320705,0
SIN-00606,POL-00394,ASG-00228,Generales,Choque,2025-02-14,2025-02-18,12429.93,12767.72,10243.33,Liquidado,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,False,Grua Rapida,P007,28,337,4,2,Loja,14257.86,0,25,AMARILLO,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts),0.08195514330061077,0
SIN-00607,POL-00438,ASG-00374,Hogar,Dano parcial,2025-05-14,2025-05-16,4785.25,4898.61,4787.89,Pago Total,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Grua Rapida,P007,277,88,2,1,Manta,38858.03,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.054021375765331336,0
SIN-00608,POL-00288,ASG-00350,Hogar,Robo,2025-07-22,2025-08-01,8202.06,8618.72,0.0,Pago Total,Este,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Clinica San Marcos,P002,5,360,10,5,Manta,8849.16,1,43,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.007130456083325409,1
SIN-00609,POL-00474,ASG-00009,Generales,Robo,2025-03-29,2025-04-07,25722.2,22568.71,0.0,Pago Parcial,Centro,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Grua Rapida,P007,2,363,9,4,Manta,25989.78,1,48,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Monto reclamado es el 99% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),0.01925756696316394,0
SIN-00610,POL-00507,ASG-00066,Salud,Robo,2024-06-19,2024-07-01,12312.35,9909.42,0.0,Pago Parcial,Oeste,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Taller El Veloz,P001,9,356,12,5,Loja,12852.29,1,48,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Monto reclamado es el 96% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.009877718690863513,1
SIN-00611,POL-00046,ASG-00308,Generales,Choque,2025-07-26,2025-07-30,8330.84,8853.65,6577.59,Pago Parcial,Oeste,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Clinica San Marcos,P002,29,336,4,3,Quito,9912.36,0,29,AMARILLO,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts),0.0464133839833486,0
SIN-00612,POL-00369,ASG-00172,Generales,Choque,2025-07-26,2025-07-29,39230.72,40894.51,34892.78,Cierre Sin Consecuencia,Oeste,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,True,Taller Central,P005,20,345,3,2,Quito,45382.65,0,8,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 2 siniestros recientes (+4 pts),0.016771199137242898,0
SIN-00613,POL-00596,ASG-00365,Salud,Robo,2025-10-12,2025-10-20,14031.57,14000.13,0.0,Liquidado,Este,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Grua Rapida,P007,2,363,8,6,Loja,14669.09,1,48,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Monto reclamado es el 96% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.02203298984926516,1
SIN-00614,POL-00325,ASG-00138,Salud,Atencion medica,2026-02-08,2026-02-08,11177.1,10155.11,8180.91,Liquidado,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica del Sur,P006,111,254,0,1,Quito,30885.97,0,0,VERDE,Sin alertas detectadas,0.06722178330565809,0
SIN-00615,POL-00371,ASG-00335,Generales,Robo,2025-04-06,2025-04-13,11825.15,10671.86,7847.97,Negativa,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Peritajes Express,P004,24,341,7,3,Ambato,15365.74,0,23,AMARILLO,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),0.07214514500709474,0
SIN-00616,POL-00518,ASG-00076,Vida,Robo,2026-03-19,2026-04-01,32502.38,26235.25,0.0,Pago Total,Norte,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Clinica San Marcos,P002,5,360,13,6,Quito,33468.34,1,48,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Monto reclamado es el 97% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.05042640993737979,1
SIN-00617,POL-00136,ASG-00264,Salud,Incendio,2026-12-27,2026-12-29,4798.92,5270.37,3760.78,Cierre Sin Consecuencia,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Clinica del Sur,P006,266,99,2,0,Loja,46338.04,0,0,VERDE,Sin alertas detectadas,0.019628955038068163,0
SIN-00618,POL-00460,ASG-00210,Salud,Responsabilidad Civil,2025-06-06,2025-06-06,4542.86,4552.73,3806.35,Pago Parcial,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Premium,P008,289,76,0,1,Quito,38331.39,0,0,VERDE,Sin alertas detectadas,0.014740666216054521,0
SIN-00619,POL-00181,ASG-00261,Hogar,Robo,2025-10-10,2025-10-23,16830.3,17287.92,0.0,Pago Total,Norte,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,9,356,13,5,Cuenca,17568.48,1,48,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Monto reclamado es el 96% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.001406387087780181,1
SIN-00620,POL-00216,ASG-00221,Hogar,Robo,2025-11-07,2025-11-19,29148.51,29146.47,0.0,Pago Total,Norte,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Taller El Veloz,P001,5,360,12,4,Quito,30881.2,1,43,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),0.0014959066207650418,0
